heart_rate,respiration_rate,accel_std,spo2,stress_level,panic_attack
115.79266541239664,27.46778465534463,0.8983195894879679,89.89574141846255,78.05576174906125,1
68.74134197839925,22.561934991423865,1.5536598029552258,91.16853879438128,98.27520834124358,1
89.70688746999106,10.39019365196268,0.8832270629897181,86.10066565192344,109.09278240019398,0
131.75052382980428,28.69475580744261,0.1855854115692952,83.00497826270441,59.52949231038659,1
51.20852375596204,23.58081577054445,0.0980458881237639,88.29719744285227,22.79946720146895,0
60.1666261424074,21.03023974603394,1.1550189480236877,96.76848122894116,68.04903188114172,0
124.87966808242064,15.9111003793757,0.7293389232703328,91.4869365730729,62.57083411510275,1
125.50430078375793,35.07034285677064,0.3232602671028366,86.67898612821327,38.293876090384174,1
82.84316485780246,30.86288691767691,0.5263941374290305,96.91012554909288,110.5969813820778,0
68.1558705817191,19.601244501260712,1.1236927576288869,86.12226904294272,113.94366848452944,0
93.1488361516309,23.12372669604177,0.6838643135604908,87.97053882601168,25.54834157523397,1
95.0896241807206,25.4444872595092,1.2831365643878194,97.23122342682532,101.43691005666876,0
116.35172737472416,27.56261817176936,1.0690695678243989,84.64990503301138,88.62949351559374,1
99.73130668967605,26.7993210383538,1.5123282638483544,95.80884803554346,47.0307296567853,0
115.84258890200526,14.506557678735213,1.2807422385366798,98.26247434883378,86.49701698694724,0
70.22712384344345,26.65577294702169,0.4242864898551542,99.7789083947862,31.595593256760576,0
88.52977680023284,11.309669903814743,1.0165896642737733,87.07277903516199,26.0709405365424,0
55.91792943268303,16.095266907337336,0.0143694606757779,97.49576377885292,123.20127001980671,0
119.4286999032237,34.16712235608442,1.509655569034998,81.32615611862843,79.71677809028292,1
139.86670815379065,39.1136861544646,0.3846918248170242,89.41571077892976,44.170022962492894,1
77.14009184986452,27.95121434158224,0.9496563549967204,98.6617217565989,68.22867569918427,0
71.3072624903538,30.31749195198509,1.2266506252193676,90.86474654219,114.40542716875687,1
98.98812635481806,13.074429306600972,0.2689958820506152,98.28194233743092,63.05621053203436,0
79.37297104279985,15.433238612926797,1.2978783475596467,94.76313143050191,109.28609155494468,0
72.90660344169949,18.81941912546733,0.0288174155254107,92.47203886252356,107.21575831596992,0
119.2647670283552,31.88965595378552,0.6460618607858252,83.73904853010126,57.519833015000415,1
89.92785504497729,19.20607681314267,0.6998344940833894,98.83352642109894,92.2425019745847,0
86.83509173334178,27.17585156480754,0.5470802127480286,93.70973439186348,86.08259700775163,0
87.42262623144968,25.2973676258997,0.8041522720628729,84.73882621626517,100.24340838241125,1
135.73314000827074,36.76969215901014,1.3749081508697787,83.37114792051632,57.569815406688704,1
114.67349910522007,17.863645186216573,0.5130408198905533,97.35067314212354,27.67915275839866,0
73.62244445688665,22.65020942035901,0.8718088613169231,88.03101700705014,34.16467960353469,1
116.18105492452584,18.173668249682606,1.392577345260559,94.15823524916924,86.62443066764814,0
68.22761388948352,10.728091532037602,1.1161208147756667,95.17079917347684,98.1394228350648,0
116.493369183678,17.69273038050223,0.0325565420143364,90.06081264128014,87.7497555783145,1
99.67306508503948,17.668959898468273,1.419929282017708,93.5474314616492,83.11135271641473,0
76.73009246566008,13.111318533332064,0.080495062980859,89.07542216281303,28.490262373735543,0
73.21203247834052,22.81017628318132,0.8010524476382704,100.0,20.598477694099163,0
127.8513375617549,15.792995153895449,0.889052100969379,98.321397656091,96.48303661575451,0
91.34888856805044,21.65014986479764,1.1903065015559222,88.82065031576174,76.19381008453232,1
89.41189759613897,19.84130888659988,0.1311591391479952,92.31090919428222,95.732052590543,0
92.84275340891894,27.83763183525225,0.2640166297111623,92.36024653746752,34.62995516606041,0
70.64802487403296,13.479697602575415,1.0932513715828502,99.756127317108,59.16210298966448,0
81.50215339522003,12.670646069175108,0.2046847580191185,91.13346964614966,111.08163989406064,0
81.08546784658877,16.77243295460329,0.6463947799245253,94.54015497069594,35.687251507829984,0
81.49929771816383,19.45208546740148,1.1154412088210512,99.14875796773109,28.590169629440304,0
92.30861565588498,15.210427978804606,1.0529281272936128,87.27797031763558,86.12147781832428,0
82.53406227430298,25.59147070216792,0.3273487530493008,92.6889694720267,80.57699595069154,1
120.11774917204106,28.70720417789721,0.3627083189275937,90.21823046177344,116.94824941527288,1
81.6874090971613,11.370119919131854,1.4657930511309232,94.25944457293082,110.3807637852168,0
85.31277046071136,17.685919553459268,0.6646023408434262,89.72999402542229,92.02683169837704,0
114.59408179286946,38.219511320047815,0.0191496616911528,88.46402172930799,27.07519558191846,1
54.00581115505605,25.905439323217333,0.3446451662855239,90.73182468365854,70.68973929963278,1
125.94564186918764,23.85487514476565,0.5516367457302487,86.82937856613124,114.21991133011376,1
74.27138226870912,20.66010634217276,1.4703716958837556,97.51310438149416,66.32198515641552,0
72.2384901455478,24.82007101238501,0.3830686543270229,96.85909869560794,114.89875682441516,0
116.82383090744044,23.79117397439125,0.0,95.17837507636924,78.53790141360138,1
106.34754629987144,15.45783278947662,0.7406412087990946,95.85903801956393,27.432758500777712,0
69.49989956043191,20.32714893931063,0.1186941676105976,88.61104348421347,72.74648937889441,1
101.20949175694942,24.68415172326761,0.3888226999988328,94.1253304583356,89.270901730232,1
62.4920790212736,16.7334299283474,1.459073850789314,85.32821570068117,25.33689914645008,0
70.5908194594586,22.483385523325552,1.0814770141869083,87.50470548298495,47.33226198254332,1
76.9601360172231,19.179189170739377,0.095982600034918,99.27833441117896,91.67058648367755,0
88.77489604021467,18.67739832624412,0.6816475841030776,96.18922067489336,32.615240037266844,0
118.86318840244004,12.01817088918022,0.2927083787779052,89.05917825367713,52.76358850180917,0
91.71089963917228,24.47467071961987,0.1560807138963247,87.61683405681558,91.42076578193544,1
76.524332674742,26.54554076133359,0.8333401902480616,99.57343640856034,94.61263780727512,0
111.28433261807146,13.591164486693412,0.7359319183052258,86.90826047562788,69.18254594692577,1
91.13845244654772,17.277781681079944,1.0887701984394478,89.22729296318514,116.21617104069252,0
108.6979293060474,9.655748753523891,1.249894292638834,87.97348093119453,115.02643632554168,1
60.36534892632029,9.924866881742853,0.3464676932576589,85.13712977589326,66.19270750420336,0
65.1049859932139,29.07931968056419,1.4321902406524634,89.69731618123197,40.22097740976372,1
108.34157235751428,19.633192678747044,0.8115647506614405,99.10036650864971,93.63851527634073,0
113.09857120443183,17.423480852585076,0.4109273509438934,90.54922593054803,40.15803396741725,0
83.55889515782091,16.877467421902352,1.2743614064297222,92.54888040465543,99.88260531362434,0
89.86134671866272,28.532130912335763,0.1158515140957644,96.91589827811735,73.99222854871718,0
112.43862666685138,14.68320673326464,0.79349099306658,93.72509657501682,60.37121143384696,0
128.38945171835854,37.54527301966886,1.0407755964349026,84.70386784473334,72.84365752607893,1
101.52808376206433,14.72881756312793,0.4685083230728023,95.54969144582576,69.25032142316783,0
138.48493494043066,25.40602493599332,1.296429726209566,81.08996548697125,113.55880431646044,1
87.86019930163422,23.66663686763684,0.3314485163317291,95.7126456137714,43.79128376583531,0
67.91331288344138,8.678902905378308,1.2836409386793688,96.31630183460986,115.81936670279276,0
77.90603419744606,23.52851670427872,0.0988865005604506,95.9011450026974,25.63580720143572,0
128.0463848688276,38.99313460033681,0.2037309683550661,84.10995921155578,94.296241540409,1
120.7796598443519,24.93091214656879,0.5341150466403244,87.7474525726426,112.75592522523388,1
91.01492791536783,26.342479922127275,1.2949662612144126,95.0002809245632,60.82535757191826,0
67.01630506956796,24.82775112355487,0.2257641947116158,94.979458107275,25.94942639836645,0
82.8719685877767,10.622157016230377,1.3786433652810592,89.33537791244183,100.93764102453255,0
85.07135541092222,23.68009312325673,0.3320725979652791,98.00876094634113,100.70916039485591,0
89.13295759774363,29.85281831326848,0.6655013264897127,88.543106388175,51.83195707243451,1
132.04619663363798,27.19696568501213,0.5912582244230972,86.31376161325899,72.92195617813947,1
78.351863182184,15.831197558419667,0.2197449417091233,97.46696633278056,105.2557049310317,0
71.62954534698426,26.196480015473224,1.4227206378648565,89.03078139952059,42.495296383260026,1
78.27066272711428,13.370172843025822,0.5898702343515679,91.10914021396287,84.78641491333009,0
59.25506016509859,22.22907017809648,1.0004448134807715,91.50223379157256,63.290861415308754,1
58.02404254519466,24.55246231621976,0.8173906496945208,98.34246651031764,37.22655438160909,0
133.58948639976714,27.42623676215256,0.7541476918957346,82.2972208023741,99.0065484245033,1
64.07881832699373,21.703685131245724,0.9029186522246262,95.30778925877436,50.080071855631786,0
89.71809043786547,21.58740158446799,1.4167193683453032,96.09659547939602,111.14792392520653,0
62.3622297406728,17.172669889189702,0.9811212811685456,94.31590034235084,78.53614107379305,0
73.61281299763117,27.906048824279885,0.7485789216769635,99.5332167643048,74.15181007172207,0
135.67050419934122,13.081001891041938,0.9783408636126928,97.33948082225795,64.43583911502884,0
78.49212535313524,16.373543380074068,0.9321045817078678,90.85604026152971,63.44733890565377,0
135.50524292248875,38.4331755988612,0.5379814131127266,83.81619605295488,102.0031511279994,1
108.1075149431678,14.387774204335892,0.862219150750089,93.19178635998392,84.94071320680173,0
73.65008109768263,27.76963527057829,0.6539735301643536,85.54901145890912,97.22629690474731,1
120.43473664096793,13.198589437192688,1.1949691653810195,89.32312770107089,60.03671557452406,1
77.24466136695077,18.824085745133257,1.534873378927019,94.18849020183376,48.02399159175917,0
